Task ID,Task,ONET code,Unique Code,RAI_Type,RAI_Code,Application_Grouping,Application_Grouping_Code,Hydropower_Application_Code,Hydropower Application,RAI Technology Detail,Primary Performer,Performer capability,PR,Supporter,Supporter role,SR,Automation,Requirement,Performance,Limitations,Citation,Publication Year,Input Job Title,ONET Title,Additional Occupation Titles
1480,Set up and conduct tests of complete units and components under operational conditions to investigate proposals for improving equipment performance.,17-3027.00,120.1.019,Machine Learning (ML),120,Energy Management and Market-Oriented Optimization,1,019,Detect deviations from expected plant efficiency and identify inefficient operating conditions.,Data-driven efficiency analysis software (HydEA),RAI,G,G,Human,Y,Y,8,Plant operating data; analytics platform; performance reference models,Annual production increase of ~1.2% without new infrastructure,Relies on availability of high-quality historical and real-time data,"Quaranta, E.et al.",2020,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1480,Set up and conduct tests of complete units and components under operational conditions to investigate proposals for improving equipment performance.,17-3027.00,121.2.004,Supervised Learning,121,Equipment Fault Diagnosis and Predictive Maintenance,2,004,Analyze relationships between operational variables to identify degradation patterns in hydropower generator components.,Data-driven correlation and trend analysis integrated into e-maintenance workflows,Human,G,G,RAI,G(computational efficiency and visualization),G,1,Historical and real-time SCADA data; correlation analysis tools; visualization dashboards,"Correlation analysis revealed deterioration of oil cooling capacity at high load, supporting diagnosis of bearing degradation",Analysis remains interpretive; fault confirmation still requires physical inspection,"Cortés Sanchéz, G.; Rodríguez Gómez, G.; Guevara Pabon, E.; Fontani, T.; Duran-Tovar, I.; Benavides-Navarro, L.; Marulanda-Guerra, A.",2024,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1480,Set up and conduct tests of complete units and components under operational conditions to investigate proposals for improving equipment performance.,17-3027.00,124.2.020,Artificial Neural Network (ANN),124,Equipment Fault Diagnosis and Predictive Maintenance,2,020,Detect incipient failures in hydropower equipment using operational and condition data.,"Data-driven fault detection (PCA, ANN, autoencoders, isolation forests)",RAI,O,O,Human,O,O,3,Time-series analytics pipelines; feature extraction; ML models,Precision often reported between 95–100% in controlled case studies,Poor generalization across plants; sensitivity to noise and concept drift,Widodo & Yang (2007); Zhao et al. (2019); Chen et al. (2020),2020,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1480,Set up and conduct tests of complete units and components under operational conditions to investigate proposals for improving equipment performance.,17-3027.00,120.2.022,Machine Learning (ML),120,Equipment Fault Diagnosis and Predictive Maintenance,2,022,"Detects component failures or deterioration, uses prognosis for predictive maintenance scheduling.","ML-based condition monitoring, fault diagnosis, and prognostics/predictive maintenance",RAI,G,G,Human,O/Y,O,8.5,NA,NA,NA,"[55] L. Selak, P. Butala, and A. Sluga, “Condition monitoring and fault diagnostics for hydropower plants,” Comput. Ind., vol. 65, no. 6, pp. 924–936, 2014.
[50] T. M. Welte, J. Foros, M. H. Nielsen, and M. Adsten, “MonitorX - Experience from a Norwegian-Swedish research project on industry 4.0 and digitalization applied to fault detection and maintenance of hydropower plants,” 2018.
[56] T. M. Welte, J. Foros, M. H. Nielsen, and M. Adsten, “MonitorX--Experience from a Norwegian-Swedish research project on industry 4.0 and digitalization applied to fault detection and maintenance of hydropower plants,” Hydro 2018-Progress through partnership, Gdansk, Poland, 15-17 Oct. 2018, 2018.
[57] A. Åsnes, A. Willersrud, F. Kretz, and L. Imsland, “Predictive maintenance and life cycle estimation for hydro power plants with real-time analytics,” Predict. Maint. life cycle Estim. hydro power plants with real-time Anal., 2018.
[58] N. Khan, L. Hasan, Y. Afridi, and A. Rashid, “Comparison of Machine Learning Techniques in Prognostic Maintenance of Hydro Power Plant Subsystem,” vol. 17, no. 2, pp. 31–37, 2019.
[51] X. Zheng, Z. Gui, and Y. Wang, “Support vector machine model based on glowworm swarm optimization in application of vibrant fault diagnosis for hydro-turbine generating unit,” Proc. 2017 IEEE 3rd Inf. Technol. Mechatronics Eng. Conf. ITOEC 2017, vol. 2017-Janua, pp. 238–241, 2017.",9,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1480,Set up and conduct tests of complete units and components under operational conditions to investigate proposals for improving equipment performance.,17-3027.00,200.2.099,Digital Twins,200,Equipment Fault Diagnosis and Predictive Maintenance,2,099,"Simulate and evaluate turbine hydraulic performance, efficiency, and loss mechanisms under varying operating conditions to support performance assessment and maintenance planning.",Three-dimensional CFD simulation and loss analysis,Human,G,G,RAI,O (numerical solvers required to execute simulations),O,2,CFD software (ANSYS CFX); structured/unstructured meshes; turbulence models (SST k-ω); post-processing tools,"Produced detailed estimates of head, power, efficiency, pressure, velocity; enabled identification of dominant loss regions relevant to maintenance planning",CFD idealisations may overestimate performance; does not directly detect faults from sensor data,"Ohiemi, I.E.; McNabola, A.",2026,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1480,Set up and conduct tests of complete units and components under operational conditions to investigate proposals for improving equipment performance.,17-3027.00,100.2.021,Artificial Intelligence (AI),100,Equipment Fault Diagnosis and Predictive Maintenance,2,021,Detect operating conditions consistent with equipment faults in hydropower plants to support timely maintenance response.,Unsupervised machine-learning–based fault and anomaly detection combined with multivariate statistical monitoring,RAI,G,G,Human,O (expert validation required before action),O,7,"• Plant-mounted sensors measuring vibration, bearing metal temperature, bearing oil temperature, and active power
• Data acquisition and monitoring systems (e.g., SCADA or equivalent)
• Computing environment for continuous or periodic data analytics and model inference","• Successfully identified fault periods in two real hydropower plants using operational data
• Fault indicators exceeded control limits during known fault events, aligning with manually recorded maintenance logs
• In some cases, abnormal conditions were detected hours before manual fault recognition","• Validation limited to two plants and a relatively short observation period
• Requires representative nominal (fault-free) data for training
• Does not identify physical root causes or specific faulty components
• Final fault confirmation and maintenance decisions remain human-driven","Hajimohammadali, F.; Fontana, N.; Tucci, M.; Crisostomi, E.",2023,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1474,Prepare parts sketches and write work orders and purchase requests to be furnished by outside contractors.,17-3027.00,200.2.025,Digital Twins,200,Equipment Fault Diagnosis and Predictive Maintenance,2,025,Develop digital representations of legacy hydropower plant hydraulic components when original design data are incomplete or unavailable.,Inverse design coupled with CFD-based digital modelling,Human,G,G,RAI,O (CFD solvers and inverse design tools are required),O,2,"Operational performance data (flow rate, head, power); inverse design tools (TURBOdesign); CFD solvers (ANSYS CFX); computing infrastructure",Enabled creation of CFD-ready digital models without plant shutdown or physical access to components,Model accuracy depends on quality and completeness of operational data,"Ohiemi, I.E.; McNabola, A.",2026,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1431,Design test control apparatus or equipment or develop procedures for testing products.,17-2141.00,420.2.182,ROV,420,Equipment Fault Diagnosis and Predictive Maintenance,2,182,"Analytics-assisted defect ID, localization, measurement",NA,RAI,Y,Y,Human,Y,Y,6,NA,NA,NA,NA,NA,Mechanical Engineer,Mechanical Engineers,Mechanical Engineer
1431,Design test control apparatus or equipment or develop procedures for testing products.,17-2141.00,420.4.180,ROV,420,Intelligent Security and Condition Monitoring,4,180,Lighting control for inspection,NA,RAI,G,G,Human,G,G,8,NA,NA,NA,NA,NA,Mechanical Engineer,Mechanical Engineers,Mechanical Engineer
1423,"Develop, coordinate, or monitor all aspects of production, including selection of manufacturing methods, fabrication, or operation of product designs.",17-2141.00,120.4.071,Machine Learning (ML),120,Intelligent Security and Condition Monitoring,4,071,Monitor hydropower plant operating conditions to detect abnormal operating behavior or performance deterioration.,Anomaly detection using statistical and AI-based monitoring techniques,RAI,O,O,Human,O (validation and response required),O,3,Time-series data; anomaly detection algorithms; monitoring dashboards,Enables identification of deviations from normal operating patterns (qualitative evidence),Requires baseline definition; limited generalization across plants,"Vagnoni, E.; Gezer, D.; Anagnostopoulos, I.; Cavazzini, G.; Doujak, E.; Hočevar, M.; Rudolf, P.",2024,Mechanical Engineer,Mechanical Engineers,Mechanical Engineer
